,company,typename,inches,ram,x_res,y_res,full_hd,ips_panel,touchscreen,4k_display,cpu_type,cpu_speed,cpu_brand,primary_memory_type,primary_memory_capacity,secondary_memory_type,secondary_memory_capacity,gpu_brand,os,weight,price
559,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.18,32921.71
560,acer,2 in 1 convertible,11.6,4,1920,1080,1,1,1,0,celeron,2.0,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.25,18594.72
561,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.7,intel,ssd,128,no secondary memory,0,intel hd,windows,2.05,33566.4
562,hp,ultrabook,13.3,16,3200,1800,0,1,1,0,others,1.2,intel,ssd,512,no secondary memory,0,intel hd,windows,1.16,104695.2
563,lenovo,notebook,17.3,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,3.4,159786.72
564,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.5,44701.92
565,dell,ultrabook,13.3,8,3840,2160,0,1,1,1,core i5,1.6,intel,ssd,128,no secondary memory,0,intel uhd,windows,1.21,85194.72
566,dell,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.6,intel,hdd,500,no secondary memory,0,intel hd,windows,1.93,51095.52
567,fujitsu,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.2,39373.92
568,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,pentium,1.1,intel,hdd,500,no secondary memory,0,intel hd,windows,2.2,18328.32
569,lenovo,notebook,14.0,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,2.02,52747.2
570,hp,workstation,17.3,8,1600,900,0,0,0,0,core i5,2.8,intel,hdd,500,no secondary memory,0,nvidia,windows,3.14,99153.55
571,hp,notebook,14.0,8,1366,768,0,0,0,0,pentium,1.6,intel,hdd,2048,no secondary memory,0,intel hd,windows,1.94,20725.92
572,hp,notebook,15.6,6,1920,1080,1,1,0,0,a series,3.0,amd,ssd,256,no secondary memory,0,amd radeon,windows,1.95,34578.72
573,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.3,44222.4
574,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,2.05,36496.8
575,mediacom,notebook,14.0,4,1920,1080,1,0,0,0,others,1.44,intel,ssd,32,no secondary memory,0,intel hd,windows,1.4,13266.72
576,toshiba,ultrabook,14.0,16,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.24,99367.2
577,lenovo,gaming,17.3,32,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.6,141884.64
578,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,512,hdd,1024,nvidia geforce,windows,4.14,145401.12
579,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,linux,2.2,39907.25
580,mediacom,notebook,14.0,4,1920,1080,1,1,0,0,celeron,1.1,intel,ssd,32,no secondary memory,0,intel hd,windows,1.45,20725.92
581,dell,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.6,intel,hdd,500,no secondary memory,0,intel hd,windows,1.9,53733.95
582,hp,notebook,13.3,4,1920,1080,1,0,0,0,core i3,2.4,intel,ssd,128,no secondary memory,0,intel hd,windows,1.49,38308.32
583,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.93,81912.14
584,dell,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,16,no secondary memory,0,intel hd,chrome os,1.26,15717.6
585,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,128,hdd,1024,nvidia geforce,windows,4.5,125154.72
586,hp,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.78,79813.44
587,lenovo,ultrabook,14.0,12,1920,1080,1,1,0,0,core i7,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.4,89137.44
588,lenovo,notebook,15.6,12,1366,768,0,0,1,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.2,32447.52
589,asus,gaming,17.3,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.73,94305.6
590,asus,2 in 1 convertible,15.6,8,1366,768,0,0,1,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.2,39373.92
591,lenovo,notebook,15.6,12,1920,1080,1,0,0,0,a series,3.6,amd,ssd,512,no secondary memory,0,amd radeon,windows,2.2,50562.72
592,dell,2 in 1 convertible,11.6,4,1366,768,0,0,1,0,others,1.0,intel,ssd,128,no secondary memory,0,intel hd,windows,1.39,32127.84
593,samsung,notebook,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.5,90522.72
594,lenovo,notebook,17.3,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,no os,2.8,28185.12
595,lenovo,notebook,15.6,8,1366,768,0,0,0,0,core i3,2.3,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.29,24455.52
596,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.37,107892.0
597,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.7,78534.72
598,dell,2 in 1 convertible,12.5,8,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.34,88977.6
599,dell,workstation,15.6,8,1920,1080,1,0,1,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,2.06,93932.64
600,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.84,64948.32
601,hp,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.4,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,35616.61
602,acer,notebook,14.0,4,1920,1080,1,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.6,17529.12
603,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,128,hdd,1024,nvidia geforce,windows,4.14,117162.72
604,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,linux,2.18,24775.2
605,msi,gaming,15.6,16,3840,2160,0,0,0,1,core i7,2.8,intel,ssd,256,hdd,2048,nvidia geforce,windows,1.8,122490.72
606,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.2,74538.72
607,lenovo,notebook,15.6,6,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.4,30049.92
608,lenovo,2 in 1 convertible,15.6,8,1920,1080,1,1,1,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,69210.72
609,acer,notebook,14.0,4,1366,768,0,0,0,0,pentium,1.6,intel,flash storage,128,no secondary memory,0,intel hd,windows,1.6,18594.72
610,lenovo,notebook,15.6,32,3840,2160,0,1,0,1,others,3.1,intel,ssd,1024,no secondary memory,0,nvidia,windows,2.5,261018.72
611,dell,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.6,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.59,46833.65
612,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,linux,2.18,23650.99
613,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,linux,2.25,19127.52
614,dell,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.6,intel,hdd,500,no secondary memory,0,intel hd,linux,1.93,46300.32
615,asus,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,3.0,62231.04
616,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,amd radeon,linux,2.18,30316.32
617,hp,ultrabook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.84,74005.92
618,msi,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.94,120831.58
619,acer,2 in 1 convertible,11.6,4,1366,768,0,1,1,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,chrome os,1.25,20193.12
620,hp,notebook,14.0,8,1366,768,0,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,2.31,59886.72
621,lenovo,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.65,78055.2
622,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.2,41345.28
623,fujitsu,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.2,42570.72
624,hp,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,1.88,49656.96
625,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,47898.72
626,mediacom,notebook,14.0,2,1920,1080,1,0,0,0,others,1.44,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.4,12733.92
627,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,no os,2.2,24935.04
628,asus,2 in 1 convertible,13.3,6,1920,1080,1,0,1,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.5,34046.45
629,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.0,96969.6
630,asus,ultrabook,14.0,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.1,101232.0
631,dell,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.62,78801.12
632,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.8,44169.12
633,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,30849.12
634,asus,notebook,15.6,8,1366,768,0,0,0,0,celeron,1.1,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.0,21258.72
635,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,1.99,48304.71
636,dell,ultrabook,13.3,8,3200,1800,0,0,1,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.23,99580.32
637,lenovo,notebook,14.0,2,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.42,13266.72
638,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.37,93635.34
639,dell,notebook,15.6,16,3840,2160,0,0,1,1,core i7,2.8,intel,ssd,1024,no secondary memory,0,nvidia geforce,windows,2.06,127818.72
640,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.5,59087.52
641,hp,notebook,17.0,8,1600,900,0,0,0,0,a series,3.0,amd,hdd,1024,no secondary memory,0,amd radeon,windows,2.6,27753.55
642,lenovo,ultrabook,14.0,16,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.14,130536.0
643,asus,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,no os,2.5,62284.32
644,acer,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,2.4,23976.0
645,lenovo,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.43,14598.72
646,acer,ultrabook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel,windows,1.8,48964.32
647,razer,gaming,14.0,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.95,138474.72
648,toshiba,notebook,13.3,8,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.2,64628.64
649,lenovo,ultrabook,12.5,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.36,84395.52
650,asus,gaming,17.3,32,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,3.8,149130.72
651,acer,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.4,37775.52
652,dell,ultrabook,13.3,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.2,77250.67
653,msi,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.2,63499.1
654,hp,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,no os,1.86,19441.87
655,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,2.0,56689.92
656,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.2,48964.32
657,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,hdd,2048,amd radeon,windows,2.2,60472.8
658,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.6,intel,ssd,128,hdd,1024,nvidia geforce,windows,3.31,63722.88
659,dell,gaming,17.3,32,3840,2160,0,1,0,1,core i7,2.8,intel,ssd,512,hdd,1024,nvidia geforce,windows,4.42,167691.87
660,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.4,intel,ssd,256,no secondary memory,0,intel hd,windows,1.56,65481.12
661,lenovo,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.1,intel,hdd,500,no secondary memory,0,intel hd,windows,2.2,22324.32
662,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,2.2,28504.8
663,hp,notebook,15.6,6,1920,1080,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.04,28717.92
664,msi,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.7,79215.11
665,toshiba,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.1,intel,ssd,128,no secondary memory,0,intel hd,windows,2.1,26533.44
666,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.06,50882.4
667,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.1,39693.6
668,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,67026.24
669,acer,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,linux,2.1,21951.36
670,microsoft,ultrabook,13.5,8,2256,1504,0,0,1,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel,windows,1.25,99519.05
671,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,amd radeon,windows,1.9,43580.38
672,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.3,55091.52
673,lenovo,notebook,15.6,4,1366,768,0,0,0,0,others,2.2,amd,ssd,128,no secondary memory,0,amd radeon,windows,2.2,18594.72
674,hp,2 in 1 convertible,14.0,4,1920,1080,1,1,1,0,core i3,2.4,intel,ssd,128,no secondary memory,0,nvidia geforce,windows,1.63,37242.72
675,msi,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.4,68944.32
676,asus,ultrabook,14.0,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.1,60472.8
677,hp,2 in 1 convertible,11.6,8,1366,768,0,0,1,0,celeron,1.1,intel,flash storage,64,no secondary memory,0,intel hd,chrome os,1.4,26373.6
678,lg,ultrabook,15.6,8,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,512,no secondary memory,0,intel hd,windows,1.09,122490.72
679,acer,gaming,15.6,16,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.5,69210.72
680,msi,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.2,53168.11
681,asus,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.1,intel,ssd,128,no secondary memory,0,intel hd,windows,1.86,22324.32
682,dell,gaming,15.6,16,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,3.21,109277.28
683,hp,notebook,17.3,4,1920,1080,1,1,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.5,37242.72
684,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,1.8,intel,ssd,512,no secondary memory,0,intel uhd,windows,1.19,79866.72
685,dell,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.49,149916.6
686,hp,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,amd radeon,windows,1.86,32639.86
687,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.2,29073.3
688,hp,notebook,17.3,6,1920,1080,1,1,0,0,a series,2.4,amd,hdd,2048,no secondary memory,0,amd radeon,windows,2.65,30316.32
689,lenovo,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,16943.04
690,acer,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,chrome os,1.45,19980.0
691,lenovo,notebook,14.0,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.7,37242.72
692,hp,workstation,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,500,no secondary memory,0,nvidia,windows,3.14,101657.71
693,lenovo,2 in 1 convertible,14.0,8,2560,1440,0,0,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.42,137995.2
694,toshiba,notebook,13.3,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.5,51841.44
695,acer,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.4,14332.32
696,lenovo,2 in 1 convertible,14.0,16,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.38,93186.72
697,asus,2 in 1 convertible,12.5,4,1920,1080,1,0,1,0,others,0.9,intel,flash storage,64,no secondary memory,0,intel hd,chrome os,1.2,35644.32
698,toshiba,ultrabook,13.3,16,1920,1080,1,0,1,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.36,100006.56
699,hp,notebook,15.6,4,1920,1080,1,1,0,0,core i7,2.7,intel,hdd,500,no secondary memory,0,amd radeon,windows,2.1,36709.92
700,dell,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.56,43636.32
701,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,a series,2.9,amd,ssd,256,no secondary memory,0,amd radeon,windows,2.2,21258.72
702,lenovo,notebook,15.6,8,1366,768,0,0,0,0,a series,3.6,amd,hdd,1024,no secondary memory,0,amd radeon,windows,2.2,22857.12
703,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,hdd,1024,intel hd,windows,2.1,33110.86
704,lenovo,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,no os,1.9,23976.0
705,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.18,42357.6
706,acer,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.6,53226.72
707,lenovo,workstation,15.6,16,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,512,no secondary memory,0,nvidia,windows,2.18,98834.4
708,lenovo,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.8,63456.48
709,hp,notebook,17.3,6,1920,1080,1,1,0,0,a series,2.5,amd,hdd,2048,no secondary memory,0,amd radeon,windows,2.71,34898.93
710,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.5,66546.72
711,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,linux,1.64,58021.92
712,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,linux,1.98,38681.28
713,asus,notebook,14.0,4,1920,1080,1,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.5,15877.44
714,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i5,2.6,intel,ssd,512,no secondary memory,0,intel hd,windows,1.93,76012.44
715,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.87,45664.69
716,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.9,62817.12
717,lenovo,notebook,15.6,4,1366,768,0,0,0,0,a series,2.0,amd,hdd,500,no secondary memory,0,amd radeon,windows,2.19,15877.44
718,mediacom,notebook,14.0,4,1920,1200,1,1,0,0,others,1.92,intel,hdd,32,no secondary memory,0,intel hd,windows,1.4,14119.2
719,hp,notebook,17.3,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.63,63936.0
720,lenovo,ultrabook,14.0,8,2560,1440,0,1,0,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.17,89864.18
721,hp,2 in 1 convertible,13.3,8,1366,768,0,1,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.58,44574.05
722,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.32,79866.72
723,dell,gaming,17.3,32,3840,2160,0,0,0,1,core i7,2.8,intel,ssd,1024,hdd,1024,nvidia geforce,windows,4.36,194972.83
724,msi,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.7,71847.01
725,lenovo,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,no os,1.9,26101.87
726,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,128,hdd,1024,amd radeon,windows,2.2,38308.32
727,dell,2 in 1 convertible,13.3,4,1920,1080,1,0,1,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.71,34578.72
728,dell,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,amd radeon,linux,2.32,31409.63
729,hp,notebook,15.6,4,1920,1080,1,0,0,0,a series,3.0,amd,hdd,1024,no secondary memory,0,amd radeon,windows,2.1,26053.92
730,acer,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.6,intel,ssd,128,hdd,1024,nvidia geforce,windows,4.2,103096.8
731,dell,notebook,15.6,12,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.25,34578.72
732,hp,notebook,15.6,6,1920,1080,1,0,0,0,a series,3.0,amd,ssd,128,hdd,1024,amd radeon,windows,2.1,34632.0
733,acer,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,2.4,29783.52
734,lenovo,notebook,13.3,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.44,51148.8
735,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.85,41505.12
736,hp,workstation,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,2.6,128884.32
737,dell,2 in 1 convertible,13.3,8,1920,1080,1,0,1,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,intel uhd,windows,1.55,35111.52
738,msi,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,1.8,111593.89
739,acer,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,2.4,21887.42
740,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.0,64308.96
741,dell,notebook,15.6,8,1366,768,0,0,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,35431.2
742,toshiba,notebook,14.0,8,1920,1080,1,1,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.25,81784.8
743,lenovo,2 in 1 convertible,14.0,8,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.7,53226.72
744,lenovo,workstation,15.6,16,3840,2160,0,1,0,1,core i7,2.8,intel,ssd,1024,no secondary memory,0,nvidia,windows,2.5,175770.72
745,acer,notebook,14.0,2,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,chrome os,1.68,17582.4
